56028 silly lifecycle p-finally@1.0.0~preinstall: no script for preinstall, continuing
56388 silly lifecycle webpack@3.12.0~preinstall: no script for preinstall, continuing
56389 silly lifecycle websocket-extensions@0.1.3~preinstall: no script for preinstall, continuing
56390 silly lifecycle websocket-driver@0.7.0~preinstall: no script for preinstall, continuing
56391 silly lifecycle faye-websocket@0.11.1~preinstall: no script for preinstall, continuing
56392 silly lifecycle sockjs-client@1.1.4~preinstall: no script for preinstall, continuing
56393 silly lifecycle faye-websocket@0.10.0~preinstall: no script for preinstall, continuing
56394 silly lifecycle sockjs@0.3.19~preinstall: no script for preinstall, continuing
56395 silly lifecycle webpack-dev-server@2.11.2~preinstall: no script for preinstall, continuing
56396 silly lifecycle worker-farm@1.6.0~preinstall: no script for preinstall, continuing
56397 silly lifecycle uglifyjs-webpack-plugin@1.2.6~preinstall: no script for preinstall, continuing
56398 silly lifecycle co@3.1.0~preinstall: no script for preinstall, continuing
56399 silly lifecycle wrap-fn@0.1.5~preinstall: no script for preinstall, continuing
56400 silly lifecycle ware@1.3.0~preinstall: no script for preinstall, continuing
56401 silly lifecycle yauzl@2.9.2~preinstall: no script for preinstall, continuing
56402 silly lifecycle decompress-unzip@4.0.1~preinstall: no script for preinstall, continuing
56403 silly lifecycle decompress@4.2.0~preinstall: no script for preinstall, continuing
56404 silly lifecycle download@6.2.5~preinstall: no script for preinstall, continuing
56405 silly lifecycle bin-build@3.0.0~preinstall: no script for preinstall, continuing
56406 silly lifecycle decompress-unzip@3.4.0~preinstall: no script for preinstall, continuing
56407 silly lifecycle decompress@3.0.0~preinstall: no script for preinstall, continuing
56408 silly lifecycle gulp-decompress@1.2.0~preinstall: no script for preinstall, continuing
56409 silly lifecycle download@4.4.3~preinstall: no script for preinstall, continuing
56410 silly lifecycle bin-wrapper@3.0.2~preinstall: no script for preinstall, continuing
56411 silly lifecycle pngquant-bin@4.0.0~preinstall: no script for preinstall, continuing
56412 silly lifecycle imagemin-pngquant@5.1.0~preinstall: no script for preinstall, continuing
56413 silly lifecycle bin-build@2.2.0~preinstall: no script for preinstall, continuing
56414 silly lifecycle optipng-bin@3.1.4~preinstall: no script for preinstall, continuing
56415 silly lifecycle imagemin-optipng@5.2.1~preinstall: no script for preinstall, continuing
56416 silly lifecycle mozjpeg@5.0.0~preinstall: no script for preinstall, continuing
56417 silly lifecycle imagemin-mozjpeg@7.0.0~preinstall: no script for preinstall, continuing
56418 silly lifecycle gifsicle@3.0.4~preinstall: no script for preinstall, continuing
56419 silly lifecycle imagemin-gifsicle@5.2.0~preinstall: no script for preinstall, continuing
56420 silly lifecycle img-loader@2.0.1~preinstall: no script for preinstall, continuing
56421 silly lifecycle laravel-mix@1.7.2~preinstall: no script for preinstall, continuing
56422 silly lifecycle bootstrap-sass@3.3.7~preinstall: no script for preinstall, continuing
56423 silly lifecycle font-awesome@4.7.0~preinstall: no script for preinstall, continuing
56424 silly lifecycle moment@2.22.2~preinstall: no script for preinstall, continuing
56425 silly doReverseSerial remove 0
56426 silly doSerial move 0
56427 silly doSerial finalize 841
56428 silly finalize /home/jl/workspace/laravel/fama/node_modules/adjust-sourcemap-loader/node_modules/camelcase
56429 silly finalize /home/jl/workspace/laravel/fama/node_modules/ajv-keywords
56430 silly finalize /home/jl/workspace/laravel/fama/node_modules/ansi-html
56431 silly finalize /home/jl/workspace/laravel/fama/node_modules/archive-type/node_modules/file-type
56432 silly finalize /home/jl/workspace/laravel/fama/node_modules/archive-type
56433 silly finalize /home/jl/workspace/laravel/fama/node_modules/array-flatten
56434 silly finalize /home/jl/workspace/laravel/fama/node_modules/ast-types
56435 silly finalize /home/jl/workspace/laravel/fama/node_modules/axios
56436 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-helper-explode-assignable-expression
56437 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-helper-builder-binary-assignment-operator-visitor
56438 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-helper-remap-async-to-generator
56439 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-syntax-async-functions
56440 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-syntax-exponentiation-operator
56441 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-syntax-object-rest-spread
56442 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-syntax-trailing-function-commas
56443 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-transform-async-to-generator
56444 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-transform-exponentiation-operator
56445 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-transform-object-rest-spread
56446 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-plugin-transform-runtime
56447 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-preset-env/node_modules/semver
56448 silly finalize /home/jl/workspace/laravel/fama/node_modules/big.js
56449 silly finalize /home/jl/workspace/laravel/fama/node_modules/bin-build/node_modules/uuid
56450 silly finalize /home/jl/workspace/laravel/fama/node_modules/bin-build/node_modules/tempfile
56451 silly finalize /home/jl/workspace/laravel/fama/node_modules/bluebird
56452 silly finalize /home/jl/workspace/laravel/fama/node_modules/body-parser/node_modules/iconv-lite
56453 silly finalize /home/jl/workspace/laravel/fama/node_modules/body-parser/node_modules/qs
56454 silly finalize /home/jl/workspace/laravel/fama/node_modules/body-parser/node_modules/raw-body/node_modules/depd
56455 silly finalize /home/jl/workspace/laravel/fama/node_modules/body-parser/node_modules/setprototypeof
56456 silly finalize /home/jl/workspace/laravel/fama/node_modules/body-parser/node_modules/raw-body/node_modules/http-errors
56457 silly finalize /home/jl/workspace/laravel/fama/node_modules/body-parser/node_modules/raw-body
56458 silly finalize /home/jl/workspace/laravel/fama/node_modules/boolbase
56459 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-alloc-unsafe
56460 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-crc32
56461 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-fill
56462 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-alloc
56463 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-indexof
56464 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-to-vinyl/node_modules/file-type
56465 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-to-vinyl/node_modules/isarray
56466 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-to-vinyl/node_modules/string_decoder
56467 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-to-vinyl/node_modules/readable-stream
56468 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-to-vinyl/node_modules/uuid
56469 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-to-vinyl/node_modules/vinyl
56470 silly finalize /home/jl/workspace/laravel/fama/node_modules/buffer-to-vinyl
56471 silly finalize /home/jl/workspace/laravel/fama/node_modules/cacache/node_modules/graceful-fs
56472 silly finalize /home/jl/workspace/laravel/fama/node_modules/cacache/node_modules/lru-cache
56473 silly finalize /home/jl/workspace/laravel/fama/node_modules/cacache/node_modules/minimatch
56474 silly finalize /home/jl/workspace/laravel/fama/node_modules/cacache/node_modules/glob
56475 silly finalize /home/jl/workspace/laravel/fama/node_modules/cacache/node_modules/y18n
56476 silly finalize /home/jl/workspace/laravel/fama/node_modules/caniuse-lite
56477 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-preset-env/node_modules/browserslist
56478 silly finalize /home/jl/workspace/laravel/fama/node_modules/babel-preset-env
56479 silly finalize /home/jl/workspace/laravel/fama/node_modules/capture-stack-trace
56480 silly finalize /home/jl/workspace/laravel/fama/node_modules/caw/node_modules/tunnel-agent
56481 silly finalize /home/jl/workspace/laravel/fama/node_modules/charenc
56482 silly finalize /home/jl/workspace/laravel/fama/node_modules/chownr
56483 silly finalize /home/jl/workspace/laravel/fama/node_modules/clean-css
56484 silly finalize /home/jl/workspace/laravel/fama/node_modules/compressible/node_modules/mime-db
56485 silly finalize /home/jl/workspace/laravel/fama/node_modules/compressible
56486 silly finalize /home/jl/workspace/laravel/fama/node_modules/compression/node_modules/safe-buffer
56487 silly finalize /home/jl/workspace/laravel/fama/node_modules/console-stream
56488 silly finalize /home/jl/workspace/laravel/fama/node_modules/consolidate
56489 silly finalize /home/jl/workspace/laravel/fama/node_modules/content-disposition
56490 silly finalize /home/jl/workspace/laravel/fama/node_modules/content-type
56491 silly finalize /home/jl/workspace/laravel/fama/node_modules/cookie-signature
56492 silly finalize /home/jl/workspace/laravel/fama/node_modules/cosmiconfig/node_modules/object-assign
56493 silly finalize /home/jl/workspace/laravel/fama/node_modules/create-error-class
56494 silly finalize /home/jl/workspace/laravel/fama/node_modules/cross-env/node_modules/semver
56495 silly finalize /home/jl/workspace/laravel/fama/node_modules/crypt
56496 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-loader/node_modules/object-assign
56497 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-loader/node_modules/supports-color
56498 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-loader/node_modules/postcss
56499 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-select-base-adapter
56500 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-selector-tokenizer/node_modules/regexpu-core
56501 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-url-regex
56502 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-what
56503 silly finalize /home/jl/workspace/laravel/fama/node_modules/cssesc
56504 silly finalize /home/jl/workspace/laravel/fama/node_modules/cyclist
56505 silly finalize /home/jl/workspace/laravel/fama/node_modules/de-indent
56506 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tar/node_modules/clone
56507 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tar/node_modules/object-assign
56508 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tar/node_modules/readable-stream
56509 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tar/node_modules/through2
56510 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tar/node_modules/vinyl
56511 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tarbz2/node_modules/clone
56512 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tarbz2/node_modules/object-assign
56513 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tarbz2/node_modules/readable-stream
56514 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tarbz2/node_modules/through2
56515 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tarbz2/node_modules/vinyl
56516 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-targz/node_modules/clone
56517 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-targz/node_modules/object-assign
56518 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-targz/node_modules/readable-stream
56519 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-targz/node_modules/through2
56520 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-targz/node_modules/vinyl
56521 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-unzip/node_modules/vinyl
56522 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/arr-diff
56523 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/array-unique
56524 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/braces
56525 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/expand-brackets
56526 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/glob
56527 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/glob-parent
56528 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/glob-stream/node_modules/isarray
